family_id,company,title,postings,countries,open_to_colombia,min_years,english_level,pay_usd_hour_max,pay_usd_year_max,first_published,last_published,url
b98a7f82a49b,Invisible Technologies,"Software Engineer, Forward Deployed",1,US,False,,,,217000.0,2025-10-22,2025-10-22,https://job-boards.eu.greenhouse.io/invisibletech/jobs/4697599101
3ef83eab60b9,Invisible Technologies,Staff Software Engineer (Forward Deployed),1,US,False,8,,,300000.0,2025-10-22,2025-10-22,https://job-boards.eu.greenhouse.io/invisibletech/jobs/4697593101
ec074cd058dd,Labelbox,Cyber Security Intern,1,US,False,,,,,2026-07-07,2026-07-07,https://job-boards.greenhouse.io/labelbox/jobs/5177341007
32b343196791,Labelbox,"Forward Deployed Engineer, RL Environments",1,US,False,2,,,,2026-04-07,2026-04-07,https://job-boards.greenhouse.io/labelbox/jobs/5101187007
c93cefbab388,Labelbox,Forward Deployed Engineering Manager,1,US,False,,,,,2026-06-08,2026-06-08,https://job-boards.greenhouse.io/labelbox/jobs/5158989007
13b0d73bd685,Labelbox,Forward Deployed Research Scientist,1,US,False,,,,,2026-04-13,2026-04-13,https://job-boards.greenhouse.io/labelbox/jobs/5101375007
9b3db4f4cd55,Labelbox,Global Specialized Domain Expert Recruiter (Contractor),1,US,False,,,,,2026-08-13,2026-08-13,https://job-boards.greenhouse.io/labelbox/jobs/5211972007
a0cc9aea78e0,Labelbox,Managing Partner,1,US,False,,,,,2026-06-08,2026-06-08,https://job-boards.greenhouse.io/labelbox/jobs/5158994007
5ef2399e64ba,Labelbox,Member of Technical Staff,1,US,False,2,,,,2026-09-22,2026-09-22,https://job-boards.greenhouse.io/labelbox/jobs/5246362007
9b01baa5a0e3,Labelbox,"Staff ML Engineer, Agent Training & Environments",1,US,False,,,,,2026-07-29,2026-07-29,https://job-boards.greenhouse.io/labelbox/jobs/5199053007
10759428ae17,Labelbox,"Staff Software Engineer, AI Data Platform",1,US,False,,,,,2026-06-08,2026-06-08,https://job-boards.greenhouse.io/labelbox/jobs/5159327007
b0f460e325b1,Labelbox,Targeted Recruiting & Onboarding Specialist (Contractor),1,IN,False,,,,,2026-07-02,2026-07-02,https://job-boards.greenhouse.io/labelbox/jobs/5179646007
4c131c35ec0f,Mindrift (Toloka),Brand Designer / Freelance,1,US,False,2,B2,50.0,,2026-04-17,2026-04-17,https://apply.workable.com/j/E12763F247
ed36f6ce9670,Mindrift (Toloka),Freelance Brand Designer,11,AR|BE|BG|BR|CL|CO|CZ|DE|DK|ES|FI|FR|GB|GR|HU|ID|IL|IN|IS|IT|JO|KW|MX|MY|NO|PE|PH|PL|PT|QA|RO|SA|SE|SK|TR|US,True,2,B2,50.0,,2026-09-18,2026-09-18,https://apply.workable.com/j/59BB4FF99D
1c82bcabd520,Mindrift (Toloka),Freelance Graphic Designer,11,AR|BE|BG|BR|CL|CO|CZ|DE|DK|ES|FI|FR|GB|GR|HU|ID|IL|IN|IS|IT|JO|KW|MX|MY|NO|PE|PH|PL|PT|QA|RO|SA|SE|SK|TR|US,True,1,B2,50.0,,2026-09-21,2026-09-21,https://apply.workable.com/j/D84E4B8D3D
a16d8ca5d877,Mindrift (Toloka),Freelance Presentation Designer,29,AE|AR|AT|AU|BA|BE|BG|BH|BR|CA|CL|CO|CR|CY|CZ|DE|DK|DZ|EC|EG|ES|FI|FR|GB|GR|HU|ID|IE|IL|IN|IS|IT|JM|JO|JP|KR|KW|LB|LT|LV|MA|MT|MX|MY|NO|NZ|OM|PE|PH|PL|PT|QA|RO|RS|SA|SE|SG|SK|TN|TR|US|UY|ZA,True,2,B2,50.0,,2026-09-21,2026-09-21,https://apply.workable.com/j/DFC37FC551
f03bf90026b2,Mindrift (Toloka),Freelance Web Designer,5,AU|BE|BG|CZ|DK|ES|FI|FR|GB|GR|HU|IT|JP|KR|PL|PT|RO|SE|SG|SK,False,2,B2,50.0,,2026-09-22,2026-09-22,https://apply.workable.com/j/0C5F613BD4
b8fe7c3660fe,Mindrift (Toloka),Graphic Designer / Freelance,1,US,False,1,B2,50.0,,2026-04-17,2026-04-17,https://apply.workable.com/j/2CD01C7A7F
aebd1764344d,Mindrift (Toloka),Presentation Designer / Freelance,1,US,False,2,B2,50.0,,2026-03-26,2026-03-26,https://apply.workable.com/j/A394FA405B
931bf0b00320,Mindrift (Toloka),Senior Data Scraping Engineer (Python),1,US,False,5,B2,45.0,,2026-05-27,2026-05-27,https://apply.workable.com/j/9D9FF7E392
20f1da2b094e,Mindrift (Toloka),Senior Python Data Scraping Engineer (Freelance),31,AE|AM|AR|AT|AU|AZ|BA|BE|BG|BH|BR|CA|CL|CO|CR|CY|CZ|DK|DZ|EC|EG|ES|FI|FR|GB|GE|GR|HU|ID|IL|IN|IT|JM|JO|JP|KR|KW|KZ|LB|LT|LV|MA|MT|MX|MY|NO|NZ|OM|PE|PH|PL|PT|QA|RO|RS|SA|SE|SG|SK|TN|TR|US|UY|UZ|ZA,True,5,B2,45.0,,2026-09-18,2026-09-21,https://apply.workable.com/j/A22D741557
b8ab28dc21a5,Mindrift (Toloka),Web Designer - Freelance,1,US,False,2,B2,50.0,,2026-04-17,2026-04-17,https://apply.workable.com/j/4298360FD4
2bccb65f4ab7,RWS (TrainAI),*Future Opportunities: Join our global TrainAI talent pool,1,US,False,,,,,2025-03-14,2025-03-14,https://jobs.lever.co/rws/f4e3ba40-dc02-4f86-a88a-9cc7e7891ede
747b8ec88208,RWS (TrainAI),AI Conversation Specialist - (Asir) Saudi Arabic,1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/2a72f4e3-c54e-4c7e-a5a6-1cc9e8e448d8
e9350fbb252d,RWS (TrainAI),AI Conversation Specialist - (Hijazi ) Saudi Arabic,1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/fa412058-6c94-4a84-9e82-0da50ff7e569
e0583a540ed3,RWS (TrainAI),AI Conversation Specialist - (Jizan) Saudi Arabic,1,SA,False,,,,,2026-09-14,2026-09-14,https://jobs.lever.co/rws/7b86e1c2-9e7e-49a1-9ad3-c0e9905dfb74
31c7845efea8,RWS (TrainAI),AI Conversation Specialist - (Khaleeji/Gulf) Saudi Arabic,1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/bed8dbf1-4af3-4365-a61a-3efb99c6ec88
219c8dd06edd,RWS (TrainAI),AI Conversation Specialist - (Najdi) Saudi Arabic,1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/c3a1c63b-83ef-48d1-8137-04e0adda9a3b
3ea42dd8e445,RWS (TrainAI),AI Conversation Specialist - (Najran) Saudi Arabic,1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/11d15836-0078-4acb-9ce5-fc0fe3f4809a
3bf17b679024,RWS (TrainAI),AI Conversation Specialist - Modern Standard Arabic (MSA),1,SA,False,,,,,2026-09-21,2026-09-21,https://jobs.lever.co/rws/f81c2eb1-5e17-41ca-8e75-88b874d5753f
9d60edbae198,RWS (TrainAI),AI Data Specialist - Chinese,1,MY,False,,B2,,,2025-11-20,2025-11-20,https://jobs.lever.co/rws/1e4e743c-9de0-49af-8c3f-cd74ac54ff64
930551149af3,RWS (TrainAI),AI Data Specialist - German,1,DE,False,,B2,,,2026-02-20,2026-02-20,https://jobs.lever.co/rws/22345c6a-896f-4cd5-9889-81428ff1c51f
4424cc05e36f,RWS (TrainAI),AI Data Specialist - Italian,1,IT,False,,B2,,,2025-09-16,2025-09-16,https://jobs.lever.co/rws/613a9553-e941-4476-80f1-4dbd00410113
9b9d17068d30,RWS (TrainAI),AI Data Specialist - Japanese,1,JP,False,,,,,2026-02-20,2026-02-20,https://jobs.lever.co/rws/726a3bbc-1a36-48a2-84eb-24a43f5af088
d30b717b5869,RWS (TrainAI),AI Data Specialist - Korean,1,KR,False,,B2,,,2026-06-18,2026-06-18,https://jobs.lever.co/rws/d70afa3f-68d0-495b-b0b3-d0a2ec891b67
75f2f22605be,RWS (TrainAI),AI Data Specialist - Vietnamese,1,CZ,False,,B2,,,2025-11-20,2025-11-20,https://jobs.lever.co/rws/e1378ad3-d199-4af1-a049-67b2bb03b9ce
95c2ad8c9116,RWS (TrainAI),Audio Transcription - French (France),1,FR,False,,,,,2026-08-28,2026-08-28,https://jobs.lever.co/rws/c6bcffab-98b1-42f5-a20d-9f164423d2a4
4d9f288479f0,RWS (TrainAI),Audio Transcription - German (Germany),1,DE,False,,,,,2026-08-28,2026-08-28,https://jobs.lever.co/rws/882681c4-60d1-40ae-9487-2e45690379d2
d83821645c9c,RWS (TrainAI),Audio Transcription - Italian (Italy),1,IT,False,,,,,2026-08-28,2026-08-28,https://jobs.lever.co/rws/2bbecfc3-a089-47b3-93ea-96919955e035
8b749bb45352,RWS (TrainAI),Audio Transcription - Thai (Thailand),1,TH,False,,,,,2026-08-28,2026-08-28,https://jobs.lever.co/rws/36df1f78-a3aa-419d-9776-34e2c455ef89
ba0d66d0c11c,RWS (TrainAI),Audio Transcription - Vietnamese (Czechia),1,CZ,False,,,,,2026-09-03,2026-09-03,https://jobs.lever.co/rws/1bfcfa42-977c-4dd3-b01b-b9ff753036ed
0fa12ba723ce,RWS (TrainAI),Audio Transcription - Vietnamese (Taiwan),1,TW,False,,,,,2026-09-17,2026-09-17,https://jobs.lever.co/rws/fbd17dfa-c693-460e-81b0-d0d3153848cc
aa6d11377ae8,RWS (TrainAI),Audio Transcription - Vietnamese (Thailand),1,TH,False,,,,,2026-08-28,2026-08-28,https://jobs.lever.co/rws/a695cd0b-80e2-4c8b-a34b-41b404e33f4b
3e660547c8ae,RWS (TrainAI),Generative Audio Evaluation - Dutch (The Netherlands),1,NL,False,,,,,2026-09-03,2026-09-03,https://jobs.lever.co/rws/50c67e95-5d7a-4c90-b7e7-6f7c174f3221
5aa508760911,RWS (TrainAI),Generative Audio Evaluation - Swedish (Sweden),1,SE,False,,,,,2026-09-02,2026-09-02,https://jobs.lever.co/rws/b7c02039-6285-4555-a1cc-91239bd46008
68c980d0419d,RWS (TrainAI),Legal Annotators - Chinese (Simplified),1,CN,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/7994a962-86ae-42f5-aef7-c5ecb60b2646
b9d4753ed38b,RWS (TrainAI),Legal Annotators - Chinese (Traditional),1,TW,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/4b815ca7-80d3-4c27-87af-53e29ad8a164
72e1802967a0,RWS (TrainAI),Legal Annotators - Dutch,1,NL,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/f85d7e83-399c-4a04-ab68-dd333c72e777
0b2dec6061be,RWS (TrainAI),Legal Annotators - Italian,1,IT,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/8b5cfa44-84e8-469a-b4a8-d108fa48ec11
e07ce1dcfe2f,RWS (TrainAI),Legal Annotators - Korean,1,KR,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/7560af27-12eb-42fc-995d-d2baa4fbbdb1
3051243fa047,RWS (TrainAI),Legal Annotators - Polish,1,PL,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/462cb63f-571c-4c1b-990c-d0eecc5ac0cc
6f5093d04374,RWS (TrainAI),Legal Annotators - Portuguese (Portugal),1,PT,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/1196a75c-547a-4e5a-bb0e-f24ada55e2df
858c9c30b834,RWS (TrainAI),Legal Annotators - Russian,1,KZ,False,,,,,2026-09-16,2026-09-16,https://jobs.lever.co/rws/23f8db78-86a3-44b5-86a4-af73039ccc9e
5affc4e401ea,RWS (TrainAI),Search Engine Evaluator - French (France),1,FR,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/e504fd62-e9a6-41b8-961c-5cc32654ded7
b88647e74941,RWS (TrainAI),Search Engine Evaluator - German (Germany),1,DE,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/6b2ebfd2-c352-4bf6-909f-5d1a412b8749
b73fde7869f9,RWS (TrainAI),Search Engine Evaluator - Hindi (India),1,IN,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/97e4c619-02a5-4ccd-a965-8d4f4bfa5437
a1d097f1600d,RWS (TrainAI),Search Engine Evaluator - Japanese (Japan),1,JP,False,,B2,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/e960893d-081d-410e-9888-392e06924c26
438a03a2d074,RWS (TrainAI),Search Engine Evaluator - Korean (South Korea),1,KR,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/6f793f72-c1e5-4818-8603-49f7fd0297e3
3d90e6aad75e,RWS (TrainAI),Search Engine Evaluator - Spanish (Mexico),1,MX,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/18333c4d-fbd7-402e-9fe5-8a7ad1015f4f
d035da96131b,RWS (TrainAI),Search Engine Evaluator - Spanish (Spain),1,ES,False,,,,,2024-10-14,2024-10-14,https://jobs.lever.co/rws/05913cea-a24e-4994-a571-0b242216d767
8e4fd9321bd4,RWS (TrainAI),Speech AI Evaluation Specialist - Bengali (Bangladesh/India),1,BD,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/43b76faa-cf15-4300-b85d-773265ee44a7
7beb33257330,RWS (TrainAI),Speech AI Evaluation Specialist - Chinese Simplified (Malaysia),1,MY,False,,B2,,,2026-06-11,2026-06-11,https://jobs.lever.co/rws/5bd8381a-0dd4-4ebb-83e4-05300c55cd7a
e8955c917c2f,RWS (TrainAI),Speech AI Evaluation Specialist - Chinese Simplified (USA),1,US,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/b6ae34f4-57e5-4bb8-8f29-4c69cf25ecbd
dcf82f5293e9,RWS (TrainAI),Speech AI Evaluation Specialist - French (France),1,FR,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/c4b97c42-0005-4a1c-ac6c-e3f00d1fc6d4
11b846f45468,RWS (TrainAI),Speech AI Evaluation Specialist - German (Germany),1,DE,False,,B2,,,2026-06-08,2026-06-08,https://jobs.lever.co/rws/d77fd240-1ac5-49c1-b614-5115d0032931
cbfc43fe7c37,RWS (TrainAI),Speech AI Evaluation Specialist - Italian (Italy),1,IT,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/ade36625-2d22-4842-a86c-c94748a70c3e
91a09829cd74,RWS (TrainAI),Speech AI Evaluation Specialist - Portuguese (Brazil),1,BR,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/ecabff98-a1e1-40eb-9ca3-ffb7a1681ebc
3be746fe36a7,RWS (TrainAI),Speech AI Evaluation Specialist - Spanish (LATAM),1,MX,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/c73dddef-ed85-4789-a8b4-cce31dd9e1df
be041e8595ca,RWS (TrainAI),Speech AI Evaluation Specialist - Vietnamese (Malaysia),1,MY,False,,B2,,,2026-06-11,2026-06-11,https://jobs.lever.co/rws/a781dc8a-1f62-48af-af20-4106b9682120
7240facf1b43,RWS (TrainAI),Speech AI Evaluation Specialist - Vietnamese (USA),1,US,False,,B2,,,2026-06-09,2026-06-09,https://jobs.lever.co/rws/6488833f-86c3-480c-9dd1-1667f27a372c
856a11eefe9a,Scale AI,AI Advisory Consultant,1,US,False,3,,,,2026-07-16,2026-07-16,https://job-boards.greenhouse.io/scaleai/jobs/4715970005
2e28a46189dd,Scale AI,AI Advisory Principal,1,US,False,7,,,,2026-07-16,2026-07-16,https://job-boards.greenhouse.io/scaleai/jobs/4715976005
91db16b076b6,Scale AI,"AI Infrastructure Engineer, Sandbox Platform",1,GB,False,4,,,,2026-07-23,2026-07-23,https://job-boards.greenhouse.io/scaleai/jobs/4717105005
69378d4d5d30,Scale AI,"AI Infrastructure Engineer, Serving Platform",1,GB,False,4,,,,2026-07-24,2026-07-24,https://job-boards.greenhouse.io/scaleai/jobs/4717977005
4c2dcb1e2116,Scale AI,AI Product Manager (Coding/Multimodal),1,US,False,3,,,,2025-09-18,2025-09-18,https://job-boards.greenhouse.io/scaleai/jobs/4609736005
396be8fc08f5,Scale AI,"AI Strategy Consultant, Frontier Tech",1,US,False,,,,,2024-09-13,2024-09-13,https://job-boards.greenhouse.io/scaleai/jobs/4472223005
2cd1b40a4fda,Scale AI,"Applied AI Engineer, Global Public Sector",1,GB|QA,False,7,,,,2024-05-01,2024-05-01,https://job-boards.greenhouse.io/scaleai/jobs/4413992005
47aa4c8af567,Scale AI,"Associate General Counsel, Product & IP",1,US,False,8,,,,2026-06-04,2026-06-04,https://job-boards.greenhouse.io/scaleai/jobs/4702785005
12a9877c4d9c,Scale AI,"Business Development Representative, Partnerships (Physical AI)",1,US,False,,,,,2026-05-12,2026-05-12,https://job-boards.greenhouse.io/scaleai/jobs/4694836005
5a1e6d81b562,Scale AI,"Chief of Staff, Public Sector Engineering & Security",1,US,False,4,,,,2026-08-03,2026-08-03,https://job-boards.greenhouse.io/scaleai/jobs/4720163005
2c39cb0b9e01,Scale AI,"Communications Senior Manager, Corporate & Product (Enterprise)",1,US,False,7,,,,2026-07-28,2026-07-28,https://job-boards.greenhouse.io/scaleai/jobs/4718940005
d47b8a7ed7bc,Scale AI,"Contributor Experience Manager, Community",1,US,False,,,,,2026-09-09,2026-09-09,https://job-boards.greenhouse.io/scaleai/jobs/4731928005
7a3dfc81dc79,Scale AI,"Data Acquisition Lead, Frontier Environments",1,US,False,,,,,2026-08-21,2026-08-21,https://job-boards.greenhouse.io/scaleai/jobs/4725509005
0f3111025849,Scale AI,Deployment Strategist,1,US,False,10,,,,2026-06-24,2026-06-24,https://job-boards.greenhouse.io/scaleai/jobs/4709157005
a37fb71fab25,Scale AI,Deployment Strategist - DHS/DOJ,1,US,False,10,,,,2026-08-26,2026-08-26,https://job-boards.greenhouse.io/scaleai/jobs/4727671005
dd2a324c3b1f,Scale AI,"Deployment Strategist, Space Systems Command",1,US,False,,,,,2026-07-09,2026-07-09,https://job-boards.greenhouse.io/scaleai/jobs/4713532005
0429b7176318,Scale AI,"DevOps Engineer, Infrastructure & Security",1,US,False,2,,,,2026-03-18,2026-03-18,https://job-boards.greenhouse.io/scaleai/jobs/4674863005
840f51c074fc,Scale AI,"Director of Engineering, Physical AI",1,US,False,8,,,,2026-07-27,2026-07-27,https://job-boards.greenhouse.io/scaleai/jobs/4718618005
40426629027f,Scale AI,"Director of Product Management, Enterprise Core Platform",1,US,False,,,,,2026-09-09,2026-09-09,https://job-boards.greenhouse.io/scaleai/jobs/4714727005
dba085b72feb,Scale AI,Enablement Manager (Support),1,MX,False,,,,,2026-07-27,2026-07-27,https://job-boards.greenhouse.io/scaleai/jobs/4716445005
ab9f2bc769dc,Scale AI,Engagement Management Lead,1,US,False,,,,,2026-04-20,2026-04-20,https://job-boards.greenhouse.io/scaleai/jobs/4687052005
841b510a02ea,Scale AI,Engagement Manager,2,SA|US,False,7,,,,2026-04-20,2026-08-26,https://job-boards.greenhouse.io/scaleai/jobs/4687050005
220b373926cc,Scale AI,"Engagement Manager (Hawaii), Public Sector",1,,,10,,,,2026-04-21,2026-04-21,https://job-boards.greenhouse.io/scaleai/jobs/4687384005
8a8b6f0077b0,Scale AI,"Engagement Manager (Homeland Layered Defense), Public Sector",2,US,,5,,,,2026-08-24,2026-08-24,https://job-boards.greenhouse.io/scaleai/jobs/4726264005
34edc6336d5c,Scale AI,"Engagement Manager, Global Public Sector",1,QA,False,7,,,,2025-08-05,2025-08-05,https://job-boards.greenhouse.io/scaleai/jobs/4593823005
1219e8d3c1bb,Scale AI,"Engagement Manager, Public Sector",1,US,False,3,,,,2026-05-04,2026-05-04,https://job-boards.greenhouse.io/scaleai/jobs/4692188005
e1f2d726e8d4,Scale AI,"Engagement Manager, Public Sector (CO Springs)",1,,,10,,,,2026-08-05,2026-08-05,https://job-boards.greenhouse.io/scaleai/jobs/4721010005
1e579cfccf77,Scale AI,"Engagement Manager, Public Sector (Midwest)",1,,,10,,,,2026-08-21,2026-08-21,https://job-boards.greenhouse.io/scaleai/jobs/4725926005
c6c672969093,Scale AI,"Engineering Manager, Agent Oversight",1,US,False,7,,,,2025-10-31,2025-10-31,https://job-boards.greenhouse.io/scaleai/jobs/4625271005
326704efc453,Scale AI,"Engineering Manager, Customer Platform (GenAI)",1,US,False,7,,,,2026-09-15,2026-09-15,https://job-boards.greenhouse.io/scaleai/jobs/4733702005
de521686069a,Scale AI,"Engineering Manager, Frontier AI Infrastructure - Public Sector",1,US,False,2,,,,2026-09-09,2026-09-09,https://job-boards.greenhouse.io/scaleai/jobs/4732365005
5518f7ec680a,Scale AI,"Engineering Manager, Global Public Sector",1,GB,False,5,,,,2025-08-11,2025-08-11,https://job-boards.greenhouse.io/scaleai/jobs/4595555005
19d7272745df,Scale AI,"Engineering Manager, Infrastructure",1,GB,False,5,,,,2026-07-30,2026-07-30,https://job-boards.greenhouse.io/scaleai/jobs/4719479005
fa9123c149be,Scale AI,"Engineering Manager, Saudi Arabia",1,SA,False,6,,,,2026-06-25,2026-06-25,https://job-boards.greenhouse.io/scaleai/jobs/4709132005
c6f09517a312,Scale AI,Enterprise Account Executive,1,US,False,8,,,,2026-01-07,2026-01-07,https://job-boards.greenhouse.io/scaleai/jobs/4646946005
4c0aade6f2b5,Scale AI,Enterprise Account Executive (Financial Services),1,US,False,12,,,,2026-04-28,2026-04-28,https://job-boards.greenhouse.io/scaleai/jobs/4689917005
19cecf2900c4,Scale AI,Enterprise Account Executive (Healthcare & Life Sciences),1,US,False,12,,,,2026-04-28,2026-04-28,https://job-boards.greenhouse.io/scaleai/jobs/4689919005
24412004029a,Scale AI,Enterprise Pricing Manager,1,US,False,,,,,2026-08-19,2026-08-19,https://job-boards.greenhouse.io/scaleai/jobs/4725451005
b79460ab2851,Scale AI,Executive Assistant,1,US,False,7,,,,2026-07-23,2026-07-23,https://job-boards.greenhouse.io/scaleai/jobs/4717642005
df0f20c8d13f,Scale AI,"Field Engineer, Data Engine",1,US,False,,,,,2025-01-19,2025-01-19,https://job-boards.greenhouse.io/scaleai/jobs/4518690005
520bc4a861cf,Scale AI,"Field Engineer, Public Sector",1,US,False,,,,,2026-07-22,2026-07-22,https://job-boards.greenhouse.io/scaleai/jobs/4717648005
cda5d6008d11,Scale AI,Finance Fellow - Human Frontier Collective (UK),1,GB,False,,,,,2025-10-17,2025-10-17,https://job-boards.greenhouse.io/scaleai/jobs/4613327005
3e2bfaf2134a,Scale AI,Finance Fellow - Human Frontier Collective (US),1,US,False,,,,,2025-05-17,2025-05-17,https://job-boards.greenhouse.io/scaleai/jobs/4565836005
eb98a02b81f3,Scale AI,Finance Systems Integration Lead,1,US,False,5,,,,2026-05-12,2026-05-12,https://job-boards.greenhouse.io/scaleai/jobs/4688021005
d37d2844f4f9,Scale AI,"Forward Deployed Engineer, Gen AI",1,IN,False,4,,,,2025-04-03,2025-04-03,https://job-boards.greenhouse.io/scaleai/jobs/4549048005
bb124c68a31d,Scale AI,"Forward Deployed Product Manager, Enterprise",2,GB|US,False,4,,,,2026-01-19,2026-03-13,https://job-boards.greenhouse.io/scaleai/jobs/4644742005
c7df39678e32,Scale AI,"Forward Deployed Product Manager, Public Sector",1,US,False,,,,,2026-07-14,2026-07-14,https://job-boards.greenhouse.io/scaleai/jobs/4713648005
b6cbadee4cc7,Scale AI,"Forward Deployed Software Engineer, Public Sector",1,US,False,5,,,,2024-10-09,2024-10-09,https://job-boards.greenhouse.io/scaleai/jobs/4481921005
262fca07ec23,Scale AI,"Frontier Agent Engineering Manager, Enterprise",1,US,False,5,,,,2026-01-27,2026-01-27,https://job-boards.greenhouse.io/scaleai/jobs/4602177005
ec8aa879388a,Scale AI,Frontier Agents Engineer,1,GB,False,,,,,2025-03-05,2025-03-05,https://job-boards.greenhouse.io/scaleai/jobs/4536659005
b22e482139cc,Scale AI,Frontier Agents Engineer (Applied AI),1,US,False,4,,,,2026-07-31,2026-07-31,https://job-boards.greenhouse.io/scaleai/jobs/4720573005
3e7e656a9ea5,Scale AI,Frontier Agents Engineer (Forward Deployed Engineering),1,US,False,4,,,,2026-05-15,2026-05-15,https://job-boards.greenhouse.io/scaleai/jobs/4694861005
73dccf0d7c23,Scale AI,GenAI Compliance Operations & Programs Associate,1,MX,False,1,advanced,,,2026-09-03,2026-09-03,https://job-boards.greenhouse.io/scaleai/jobs/4730306005
a3660951fada,Scale AI,Global Payroll Analyst,1,MX,False,,,,,2026-09-03,2026-09-03,https://job-boards.greenhouse.io/scaleai/jobs/4730528005
6571823763f5,Scale AI,"Growth Recruiter, High Volume - Contract",1,US,False,2,,55.0,,2026-08-03,2026-08-03,https://job-boards.greenhouse.io/scaleai/jobs/4720975005
fcf1db0d65c2,Scale AI,Growth Strategy & Operations Lead,1,US,False,5,,,,2026-06-01,2026-06-01,https://job-boards.greenhouse.io/scaleai/jobs/4701543005
e40eb22f07ec,Scale AI,"Head of GTM Strategy & Operations, Enterprise",1,US,False,,,,,2026-02-13,2026-02-13,https://job-boards.greenhouse.io/scaleai/jobs/4662232005
52c0221e1870,Scale AI,Head of International Security,1,GB,False,,,,,2026-07-15,2026-07-15,https://job-boards.greenhouse.io/scaleai/jobs/4712321005
b0325714cadf,Scale AI,"Head of Product Management, Forward Deployed & Strategy",1,GB,False,,,,,2026-06-19,2026-06-19,https://job-boards.greenhouse.io/scaleai/jobs/4702890005
b510b5b82561,Scale AI,IT Systems Engineer,1,US,False,5,,,,2026-06-10,2026-06-10,https://job-boards.greenhouse.io/scaleai/jobs/4704551005
82ba4984f6ff,Scale AI,"Infrastructure Security Engineer, Public Sector",1,US,False,,,,,2026-07-24,2026-07-24,https://job-boards.greenhouse.io/scaleai/jobs/4718258005
dc258a525a91,Scale AI,"Infrastructure Software Engineer, Apps Platform",1,GB,False,5,,,,2026-09-02,2026-09-02,https://job-boards.greenhouse.io/scaleai/jobs/4729979005
f0cf1b2aac46,Scale AI,"Infrastructure Software Engineer, Enterprise GenAI",1,US,False,4,,,,2026-02-23,2026-02-23,https://job-boards.greenhouse.io/scaleai/jobs/4665557005
febbce506b6d,Scale AI,"Lead Counsel, Product and Intellectual Property",1,US,False,5,,,,2026-01-20,2026-01-20,https://job-boards.greenhouse.io/scaleai/jobs/4651614005
da358cb34892,Scale AI,Legal Fellow - Human Frontier Collective (UK),1,GB,False,,,,,2025-10-17,2025-10-17,https://job-boards.greenhouse.io/scaleai/jobs/4613333005
4f90b23f79dd,Scale AI,Legal Fellow - Human Frontier Collective (US),1,US,False,,,,,2025-10-09,2025-10-09,https://job-boards.greenhouse.io/scaleai/jobs/4565834005
3dcd39701f38,Scale AI,"ML Research Engineer, ML Systems",1,US,False,,,,,2025-03-10,2025-03-10,https://job-boards.greenhouse.io/scaleai/jobs/4534631005
0afa3af90b9f,Scale AI,"Machine Learning Engineer, Global Public Sector",1,GB|QA,False,,,,,2024-05-01,2024-05-01,https://job-boards.greenhouse.io/scaleai/jobs/4413274005
d132395e34b9,Scale AI,"Machine Learning Engineer, Platform",1,GB,False,5,,,,2026-07-02,2026-07-02,https://job-boards.greenhouse.io/scaleai/jobs/4711544005
ccc1722806d1,Scale AI,"Machine Learning Engineer, Public Sector",1,US,False,,,,,2025-11-18,2025-11-18,https://job-boards.greenhouse.io/scaleai/jobs/4631848005
62f0dc025c62,Scale AI,Machine Learning Fellow - Human Frontier Collective (Canada),1,CA,False,,,,,2026-02-12,2026-02-12,https://job-boards.greenhouse.io/scaleai/jobs/4661650005
f7d660f737a3,Scale AI,Machine Learning Fellow - Human Frontier Collective (UK),1,GB,False,,,,,2026-02-12,2026-02-12,https://job-boards.greenhouse.io/scaleai/jobs/4661647005
